age,height_cm,weight_kg,gender,activity_level,goal,bmi,calories,diet_type,workout_type
19,161,80,Female,Moderate,Fat Loss,30.86,1902,Low Carb,Intense
18,174,64,Female,Active,Maintain,21.14,2805,Balanced,Moderate
34,165,106,Female,Moderate,Muscle Gain,38.93,3028,High Protein,Moderate
23,155,108,Male,Moderate,Muscle Gain,44.95,3305,High Protein,Moderate
29,159,47,Female,Sedentary,Maintain,18.59,1389,Balanced,Moderate
31,151,97,Male,Sedentary,Fat Loss,42.54,1616,Low Carb,Intense
36,152,90,Female,Moderate,Fat Loss,38.95,1838,Low Carb,Intense
34,159,108,Male,Moderate,Muscle Gain,42.72,3258,High Protein,Moderate
27,178,63,Female,Sedentary,Maintain,19.88,1735,Balanced,Moderate
37,164,72,Female,Moderate,Muscle Gain,26.77,2468,High Protein,Moderate
38,178,68,Male,Active,Fat Loss,21.46,2554,Low Carb,Moderate
42,173,54,Female,Sedentary,Fat Loss,18.04,1000,Low Carb,Moderate
37,154,108,Female,Active,Maintain,45.54,3223,Balanced,Moderate
27,171,62,Male,Active,Fat Loss,21.2,2461,Low Carb,Moderate
32,174,79,Male,Moderate,Muscle Gain,26.09,2969,High Protein,Moderate
44,168,92,Male,Active,Fat Loss,32.6,2834,Low Carb,Intense
42,150,78,Male,Active,Fat Loss,34.67,2373,Low Carb,Intense
23,190,77,Female,Sedentary,Maintain,21.33,2017,Balanced,Moderate
49,159,79,Male,Sedentary,Maintain,31.25,1852,Balanced,Moderate
50,186,58,Male,Active,Muscle Gain,16.76,3145,High Protein,Light
41,187,91,Male,Sedentary,Fat Loss,26.02,1754,Low Carb,Intense
38,168,86,Female,Sedentary,Maintain,30.47,1870,Balanced,Moderate
50,183,102,Male,Sedentary,Maintain,30.46,2302,Balanced,Moderate
20,174,92,Female,Active,Maintain,30.39,3318,Balanced,Moderate
22,174,58,Female,Active,Muscle Gain,19.16,2953,High Protein,Moderate
49,174,92,Female,Sedentary,Fat Loss,30.39,1421,Low Carb,Intense
37,182,84,Female,Active,Muscle Gain,25.36,3399,High Protein,Moderate
26,168,103,Male,Moderate,Fat Loss,36.49,2530,Low Carb,Intense
24,173,65,Female,Sedentary,Maintain,21.72,1740,Balanced,Moderate
42,175,95,Male,Moderate,Fat Loss,31.02,2350,Low Carb,Intense
38,188,47,Male,Active,Muscle Gain,13.3,3074,High Protein,Light
40,166,51,Female,Moderate,Muscle Gain,18.51,2139,High Protein,Moderate
41,160,52,Male,Sedentary,Muscle Gain,20.31,1884,High Protein,Moderate
43,175,89,Male,Active,Muscle Gain,29.06,3670,High Protein,Moderate
45,153,79,Female,Moderate,Maintain,33.75,2108,Balanced,Moderate
19,165,93,Female,Active,Maintain,34.16,3239,Balanced,Moderate
29,187,94,Male,Sedentary,Fat Loss,26.88,1862,Low Carb,Intense
45,185,102,Female,Active,Fat Loss,29.8,2901,Low Carb,Intense
39,178,90,Female,Active,Muscle Gain,28.41,3447,High Protein,Moderate
18,160,60,Female,Active,Muscle Gain,23.44,2863,High Protein,Moderate
27,183,84,Female,Active,Maintain,25.08,3206,Balanced,Moderate
50,165,62,Female,Active,Muscle Gain,22.77,2656,High Protein,Moderate
31,151,56,Male,Moderate,Maintain,24.56,2098,Balanced,Moderate
21,167,82,Female,Moderate,Maintain,29.4,2476,Balanced,Moderate
43,184,77,Female,Sedentary,Maintain,22.74,1852,Balanced,Moderate
20,153,61,Female,Moderate,Muscle Gain,26.06,2323,High Protein,Moderate
34,176,62,Female,Sedentary,Maintain,20.02,1666,Balanced,Moderate
37,182,67,Male,Active,Maintain,20.23,3092,Balanced,Moderate
35,170,55,Male,Moderate,Maintain,19.03,2235,Balanced,Moderate
34,179,62,Male,Active,Maintain,19.35,2990,Balanced,Moderate
27,188,83,Male,Moderate,Muscle Gain,23.48,3206,High Protein,Moderate
34,185,77,Male,Active,Fat Loss,22.5,2846,Low Carb,Moderate
40,187,68,Female,Sedentary,Maintain,19.45,1785,Balanced,Moderate
49,167,64,Male,Sedentary,Fat Loss,22.95,1232,Low Carb,Moderate
35,171,49,Female,Moderate,Fat Loss,16.76,1395,Low Carb,Light
31,171,85,Female,Moderate,Maintain,29.07,2484,Balanced,Moderate
43,186,67,Female,Moderate,Muscle Gain,19.37,2557,High Protein,Moderate
34,163,93,Female,Active,Maintain,35.0,3073,Balanced,Moderate
42,183,90,Male,Moderate,Maintain,26.87,2850,Balanced,Moderate
40,153,63,Male,Sedentary,Fat Loss,26.91,1169,Low Carb,Intense
24,188,68,Female,Active,Muscle Gain,19.24,3290,High Protein,Moderate
43,169,94,Female,Active,Muscle Gain,32.91,3378,High Protein,Moderate
44,154,48,Male,Moderate,Fat Loss,20.24,1402,Low Carb,Moderate
50,164,72,Male,Active,Fat Loss,26.77,2350,Low Carb,Intense
31,166,110,Female,Sedentary,Maintain,39.92,2185,Balanced,Moderate
22,177,107,Female,Sedentary,Muscle Gain,34.15,2586,High Protein,Moderate
19,152,66,Female,Sedentary,Maintain,28.57,1624,Balanced,Moderate
43,152,67,Female,Moderate,Muscle Gain,29.0,2228,High Protein,Moderate
18,176,110,Female,Active,Fat Loss,35.51,3203,Low Carb,Intense
46,162,60,Female,Active,Muscle Gain,22.86,2620,High Protein,Moderate
36,176,108,Male,Moderate,Muscle Gain,34.87,3407,High Protein,Moderate
36,154,103,Female,Active,Maintain,43.43,3137,Balanced,Moderate
31,155,62,Female,Active,Maintain,25.81,2418,Balanced,Moderate
48,151,60,Female,Moderate,Muscle Gain,26.31,2071,High Protein,Moderate
46,170,62,Female,Active,Maintain,21.45,2453,Balanced,Moderate
50,166,48,Female,Moderate,Fat Loss,17.42,1215,Low Carb,Light
22,159,69,Female,Moderate,Muscle Gain,27.29,2489,High Protein,Moderate
21,162,52,Male,Sedentary,Muscle Gain,19.81,2019,High Protein,Moderate
50,179,47,Female,Sedentary,Muscle Gain,14.67,1713,High Protein,Light
21,180,100,Male,Moderate,Fat Loss,30.86,2638,Low Carb,Intense
32,164,83,Female,Active,Muscle Gain,30.86,3214,High Protein,Moderate
44,166,92,Male,Active,Fat Loss,33.39,2810,Low Carb,Intense
22,189,51,Male,Moderate,Muscle Gain,14.28,2758,High Protein,Light
33,175,105,Male,Moderate,Fat Loss,34.29,2574,Low Carb,Intense
24,182,100,Male,Moderate,Fat Loss,30.19,2634,Low Carb,Intense
46,173,72,Female,Sedentary,Fat Loss,24.06,1192,Low Carb,Moderate
24,159,93,Male,Moderate,Muscle Gain,36.79,3103,High Protein,Moderate
31,160,46,Male,Active,Muscle Gain,17.97,2789,High Protein,Light
48,181,70,Female,Sedentary,Fat Loss,21.37,1216,Low Carb,Moderate
43,176,101,Female,Active,Fat Loss,32.61,2794,Low Carb,Intense
28,170,78,Male,Sedentary,Fat Loss,26.99,1549,Low Carb,Intense
20,176,69,Female,Active,Maintain,22.28,2905,Balanced,Moderate
32,160,61,Male,Moderate,Fat Loss,23.83,1755,Low Carb,Moderate
22,165,67,Female,Sedentary,Maintain,24.61,1716,Balanced,Moderate
27,163,58,Female,Sedentary,Fat Loss,21.83,1063,Low Carb,Moderate
43,156,109,Male,Active,Fat Loss,44.79,3024,Low Carb,Intense
30,167,86,Male,Active,Fat Loss,30.84,2841,Low Carb,Intense
34,151,75,Male,Sedentary,Maintain,32.89,1834,Balanced,Moderate
39,163,63,Female,Active,Maintain,23.71,2456,Balanced,Moderate
44,190,100,Female,Active,Maintain,27.7,3432,Balanced,Moderate
39,190,85,Male,Moderate,Maintain,23.55,2863,Balanced,Moderate
33,154,74,Female,Sedentary,Maintain,31.2,1651,Balanced,Moderate
25,178,109,Female,Moderate,Maintain,34.4,2970,Balanced,Moderate
21,163,97,Female,Moderate,Maintain,36.51,2670,Balanced,Moderate
28,171,88,Female,Sedentary,Muscle Gain,30.09,2277,High Protein,Moderate
35,166,55,Male,Sedentary,Muscle Gain,19.96,2001,High Protein,Moderate
26,169,86,Female,Active,Muscle Gain,30.11,3387,High Protein,Moderate
48,155,67,Male,Sedentary,Maintain,27.89,1684,Balanced,Moderate
40,151,109,Female,Moderate,Muscle Gain,47.8,2892,High Protein,Moderate
38,185,99,Male,Active,Maintain,28.93,3726,Balanced,Moderate
34,187,56,Male,Moderate,Fat Loss,16.01,1923,Low Carb,Light
45,186,80,Male,Moderate,Maintain,23.12,2700,Balanced,Moderate
44,190,69,Female,Active,Maintain,19.11,2843,Balanced,Moderate
34,167,66,Male,Active,Fat Loss,23.67,2423,Low Carb,Moderate
31,180,71,Female,Active,Fat Loss,21.91,2386,Low Carb,Moderate
43,175,62,Male,Active,Maintain,20.24,2857,Balanced,Moderate
40,172,60,Male,Active,Maintain,20.28,2812,Balanced,Moderate
29,174,108,Male,Sedentary,Fat Loss,35.67,1933,Low Carb,Intense
43,156,99,Female,Active,Maintain,40.68,3019,Balanced,Moderate
20,168,55,Female,Moderate,Fat Loss,19.49,1575,Low Carb,Moderate
27,188,72,Female,Active,Fat Loss,20.37,2538,Low Carb,Moderate
48,156,52,Female,Active,Fat Loss,21.37,1578,Low Carb,Moderate
26,165,88,Male,Sedentary,Maintain,32.32,2143,Balanced,Moderate
38,161,45,Male,Active,Fat Loss,17.36,1915,Low Carb,Light
31,175,49,Male,Moderate,Muscle Gain,16.0,2522,High Protein,Light
43,166,104,Female,Moderate,Muscle Gain,37.74,2937,High Protein,Moderate
45,166,76,Male,Active,Muscle Gain,27.58,3297,High Protein,Moderate
27,179,46,Female,Moderate,Muscle Gain,14.36,2288,High Protein,Light
27,181,51,Male,Active,Muscle Gain,15.57,3171,High Protein,Light
18,172,83,Female,Sedentary,Fat Loss,28.06,1484,Low Carb,Intense
20,150,88,Male,Sedentary,Muscle Gain,39.11,2367,High Protein,Moderate
30,159,79,Female,Moderate,Fat Loss,31.25,1782,Low Carb,Intense
19,176,70,Female,Active,Maintain,22.6,2933,Balanced,Moderate
47,184,96,Male,Sedentary,Maintain,28.36,2256,Balanced,Moderate
43,170,45,Male,Moderate,Fat Loss,15.57,1518,Low Carb,Light
18,154,101,Female,Sedentary,Fat Loss,42.59,1565,Low Carb,Intense
30,176,105,Male,Active,Muscle Gain,33.9,4109,High Protein,Moderate
45,162,50,Male,Active,Fat Loss,19.05,1955,Low Carb,Moderate
41,174,78,Male,Sedentary,Muscle Gain,25.76,2301,High Protein,Moderate
34,190,84,Female,Active,Maintain,23.27,3223,Balanced,Moderate
24,162,71,Male,Moderate,Fat Loss,27.05,1991,Low Carb,Intense
28,175,91,Female,Active,Fat Loss,29.71,2735,Low Carb,Intense
50,160,78,Female,Sedentary,Fat Loss,30.47,1142,Low Carb,Intense
24,189,92,Female,Active,Fat Loss,25.76,2958,Low Carb,Intense
38,188,82,Female,Sedentary,Fat Loss,23.2,1472,Low Carb,Moderate
37,170,63,Male,Active,Fat Loss,21.8,2373,Low Carb,Moderate
20,164,72,Female,Sedentary,Muscle Gain,26.77,2080,High Protein,Moderate
42,171,106,Male,Moderate,Maintain,36.25,2981,Balanced,Moderate
28,177,101,Female,Moderate,Fat Loss,32.24,2313,Low Carb,Intense
45,177,68,Male,Sedentary,Muscle Gain,21.71,2179,High Protein,Moderate
38,165,92,Male,Moderate,Maintain,33.79,2737,Balanced,Moderate
35,174,94,Male,Sedentary,Fat Loss,31.05,1729,Low Carb,Intense
26,152,46,Female,Moderate,Fat Loss,19.91,1234,Low Carb,Moderate
35,153,60,Female,Moderate,Muscle Gain,25.63,2191,High Protein,Moderate
31,173,50,Male,Sedentary,Maintain,16.71,1717,Balanced,Light
29,183,51,Male,Sedentary,Maintain,15.23,1816,Balanced,Light
47,163,90,Male,Moderate,Maintain,33.87,2617,Balanced,Moderate
24,188,56,Female,Moderate,Muscle Gain,15.84,2553,High Protein,Light
29,162,52,Female,Active,Muscle Gain,19.81,2630,High Protein,Moderate
31,170,102,Male,Moderate,Muscle Gain,35.29,3295,High Protein,Moderate
44,168,102,Male,Sedentary,Maintain,36.14,2226,Balanced,Moderate
27,185,47,Female,Sedentary,Fat Loss,13.73,1096,Low Carb,Light
31,166,62,Male,Active,Muscle Gain,22.5,3164,High Protein,Moderate
23,154,108,Female,Moderate,Muscle Gain,45.54,3038,High Protein,Moderate
48,155,52,Female,Sedentary,Fat Loss,21.64,805,Low Carb,Moderate
22,152,68,Female,Moderate,Fat Loss,29.43,1606,Low Carb,Intense
39,166,100,Female,Moderate,Fat Loss,36.29,2106,Low Carb,Intense
28,182,59,Female,Moderate,Muscle Gain,17.81,2511,High Protein,Light
39,178,78,Female,Active,Muscle Gain,24.62,3219,High Protein,Moderate
24,150,89,Male,Moderate,Maintain,39.56,2654,Balanced,Moderate
24,182,81,Male,Sedentary,Fat Loss,24.45,1699,Low Carb,Moderate
43,180,49,Male,Active,Fat Loss,15.12,2169,Low Carb,Light
33,184,103,Male,Sedentary,Muscle Gain,30.42,2724,High Protein,Moderate
44,155,92,Male,Moderate,Muscle Gain,38.29,2894,High Protein,Moderate
34,180,51,Male,Sedentary,Maintain,15.74,1764,Balanced,Light
46,166,49,Female,Moderate,Muscle Gain,17.78,2061,High Protein,Light
29,164,97,Female,Moderate,Fat Loss,36.06,2117,Low Carb,Intense
42,180,76,Female,Moderate,Muscle Gain,23.46,2646,High Protein,Moderate
49,152,49,Male,Active,Fat Loss,21.21,1780,Low Carb,Moderate
18,152,86,Female,Active,Muscle Gain,37.22,3262,High Protein,Moderate
43,187,88,Male,Sedentary,Fat Loss,25.17,1706,Low Carb,Intense
42,158,65,Male,Active,Muscle Gain,26.04,3021,High Protein,Moderate
31,182,57,Female,Moderate,Fat Loss,17.21,1656,Low Carb,Light
19,183,102,Female,Active,Maintain,30.46,3624,Balanced,Moderate
40,150,105,Male,Active,Muscle Gain,46.67,3705,High Protein,Moderate
32,152,71,Female,Moderate,Fat Loss,30.73,1575,Low Carb,Intense
42,170,62,Female,Moderate,Fat Loss,21.45,1532,Low Carb,Moderate
32,164,52,Male,Moderate,Muscle Gain,19.33,2454,High Protein,Moderate
32,179,52,Male,Active,Maintain,16.23,2819,Balanced,Light
27,182,49,Male,Moderate,Muscle Gain,14.79,2621,High Protein,Light
18,152,87,Female,Active,Fat Loss,37.66,2481,Low Carb,Intense
50,152,70,Male,Sedentary,Maintain,30.3,1686,Balanced,Moderate
27,157,95,Male,Moderate,Muscle Gain,38.54,3091,High Protein,Moderate
48,178,53,Male,Moderate,Fat Loss,16.73,1681,Low Carb,Light
20,153,66,Male,Active,Muscle Gain,28.19,3190,High Protein,Moderate
21,173,108,Female,Active,Muscle Gain,36.09,3900,High Protein,Moderate
31,171,107,Female,Active,Fat Loss,36.59,2963,Low Carb,Intense
24,187,78,Male,Sedentary,Maintain,22.31,2200,Balanced,Moderate
48,171,80,Male,Active,Fat Loss,27.36,2604,Low Carb,Intense
49,162,59,Male,Active,Fat Loss,22.48,2088,Low Carb,Moderate
26,155,67,Male,Sedentary,Fat Loss,27.89,1316,Low Carb,Intense
31,169,54,Female,Active,Fat Loss,18.91,1932,Low Carb,Moderate
36,169,51,Female,Moderate,Muscle Gain,17.86,2199,High Protein,Light
37,163,48,Female,Active,Fat Loss,18.07,1690,Low Carb,Moderate
46,177,62,Female,Active,Fat Loss,19.79,2036,Low Carb,Moderate
19,182,55,Female,Moderate,Muscle Gain,16.6,2518,High Protein,Light
44,160,91,Female,Moderate,Maintain,35.55,2369,Balanced,Moderate
19,158,101,Male,Moderate,Muscle Gain,40.46,3256,High Protein,Moderate
32,168,56,Male,Sedentary,Muscle Gain,19.84,2046,High Protein,Moderate
48,157,105,Male,Sedentary,Fat Loss,42.6,1655,Low Carb,Intense
32,184,107,Male,Sedentary,Fat Loss,31.6,1978,Low Carb,Intense
29,184,98,Female,Moderate,Maintain,28.95,2827,Balanced,Moderate
34,161,92,Female,Moderate,Fat Loss,35.49,1972,Low Carb,Intense
38,175,98,Male,Active,Fat Loss,32.0,3088,Low Carb,Intense
24,173,108,Male,Active,Fat Loss,36.09,3387,Low Carb,Intense
49,178,108,Female,Active,Fat Loss,34.09,2894,Low Carb,Intense
43,183,88,Female,Active,Maintain,26.28,3130,Balanced,Moderate
34,162,55,Female,Moderate,Muscle Gain,20.96,2208,High Protein,Moderate
46,166,85,Female,Sedentary,Fat Loss,30.85,1295,Low Carb,Intense
42,179,106,Male,Active,Fat Loss,33.08,3250,Low Carb,Intense
42,158,46,Female,Active,Fat Loss,18.43,1545,Low Carb,Moderate
25,177,104,Male,Active,Muscle Gain,33.2,4149,High Protein,Moderate
48,162,86,Female,Moderate,Fat Loss,32.77,1780,Low Carb,Intense
44,182,56,Male,Sedentary,Maintain,16.91,1779,Balanced,Light
30,152,89,Male,Sedentary,Fat Loss,38.52,1534,Low Carb,Intense
34,187,97,Male,Moderate,Muscle Gain,27.74,3359,High Protein,Moderate
40,190,99,Female,Sedentary,Muscle Gain,27.42,2479,High Protein,Moderate
41,151,101,Male,Moderate,Fat Loss,44.3,2218,Low Carb,Intense
46,187,107,Male,Sedentary,Muscle Gain,30.6,2716,High Protein,Moderate
42,172,90,Male,Moderate,Maintain,30.42,2743,Balanced,Moderate
43,171,108,Female,Moderate,Maintain,36.93,2747,Balanced,Moderate
48,153,56,Female,Sedentary,Fat Loss,23.92,838,Low Carb,Moderate
27,157,97,Female,Active,Fat Loss,39.35,2644,Low Carb,Intense
49,185,74,Female,Active,Fat Loss,21.62,2331,Low Carb,Moderate
19,168,93,Female,Sedentary,Fat Loss,32.95,1568,Low Carb,Intense
24,154,52,Female,Moderate,Muscle Gain,21.93,2162,High Protein,Moderate
35,175,56,Female,Active,Fat Loss,18.29,2003,Low Carb,Moderate
37,167,101,Male,Sedentary,Maintain,36.21,2248,Balanced,Moderate
35,150,70,Male,Active,Fat Loss,31.11,2288,Low Carb,Intense
46,187,68,Male,Moderate,Fat Loss,19.45,2016,Low Carb,Moderate
40,163,74,Male,Sedentary,Maintain,27.85,1876,Balanced,Moderate
18,167,66,Male,Active,Muscle Gain,23.67,3375,High Protein,Moderate
20,176,68,Female,Sedentary,Fat Loss,21.95,1322,Low Carb,Moderate
36,188,52,Female,Moderate,Muscle Gain,14.71,2398,High Protein,Light
48,158,61,Female,Sedentary,Muscle Gain,24.44,1735,High Protein,Moderate
26,167,81,Male,Moderate,Maintain,29.04,2679,Balanced,Moderate
48,190,97,Female,Active,Fat Loss,26.87,2837,Low Carb,Intense
27,158,66,Male,Moderate,Muscle Gain,26.44,2652,High Protein,Moderate
22,169,110,Male,Moderate,Maintain,38.51,3179,Balanced,Moderate
22,188,108,Male,Active,Maintain,30.56,4085,Balanced,Moderate
32,180,87,Male,Moderate,Maintain,26.85,2852,Balanced,Moderate
35,159,103,Female,Moderate,Muscle Gain,40.74,2916,High Protein,Moderate
22,177,71,Male,Moderate,Muscle Gain,22.66,2952,High Protein,Moderate
40,179,103,Male,Sedentary,Maintain,32.15,2344,Balanced,Moderate
36,154,92,Female,Moderate,Maintain,38.79,2389,Balanced,Moderate
31,183,101,Male,Sedentary,Muscle Gain,30.16,2704,High Protein,Moderate
32,174,88,Female,Sedentary,Fat Loss,29.07,1475,Low Carb,Intense
38,175,61,Female,Active,Maintain,19.92,2570,Balanced,Moderate
38,190,65,Male,Moderate,Fat Loss,18.01,2061,Low Carb,Moderate
22,180,89,Female,Active,Muscle Gain,27.47,3613,High Protein,Moderate
32,153,100,Female,Moderate,Fat Loss,42.72,2034,Low Carb,Intense
20,159,57,Female,Active,Maintain,22.55,2475,Balanced,Moderate
38,188,76,Male,Moderate,Muscle Gain,21.5,3012,High Protein,Moderate
33,152,67,Female,Moderate,Fat Loss,29.0,1505,Low Carb,Intense
33,170,52,Male,Moderate,Muscle Gain,17.99,2504,High Protein,Light
29,178,93,Male,Sedentary,Fat Loss,29.35,1783,Low Carb,Intense
42,164,47,Female,Moderate,Fat Loss,17.47,1242,Low Carb,Light
24,188,79,Female,Active,Maintain,22.35,3199,Balanced,Moderate
33,169,95,Female,Moderate,Muscle Gain,33.26,2904,High Protein,Moderate
37,172,102,Female,Active,Fat Loss,34.48,2823,Low Carb,Intense
28,179,57,Male,Moderate,Muscle Gain,17.79,2708,High Protein,Light
31,189,88,Male,Sedentary,Fat Loss,24.64,1793,Low Carb,Moderate
49,177,70,Female,Active,Fat Loss,22.34,2160,Low Carb,Moderate
28,187,57,Female,Moderate,Maintain,16.3,2228,Balanced,Light
31,158,101,Male,Moderate,Muscle Gain,40.46,3163,High Protein,Moderate
36,190,50,Male,Moderate,Fat Loss,13.85,1844,Low Carb,Light
22,183,96,Male,Moderate,Muscle Gain,28.67,3398,High Protein,Moderate
26,153,46,Female,Sedentary,Fat Loss,19.65,850,Low Carb,Moderate
28,184,80,Male,Moderate,Muscle Gain,23.63,3113,High Protein,Moderate
43,152,69,Female,Active,Fat Loss,29.86,1901,Low Carb,Intense
38,160,100,Female,Moderate,Muscle Gain,39.06,2855,High Protein,Moderate
49,183,97,Female,Sedentary,Muscle Gain,28.96,2349,High Protein,Moderate
30,171,107,Male,Moderate,Maintain,36.59,3090,Balanced,Moderate
42,189,51,Female,Sedentary,Muscle Gain,14.28,1884,High Protein,Light
50,158,109,Male,Moderate,Fat Loss,43.66,2340,Low Carb,Intense
26,161,61,Male,Active,Fat Loss,23.53,2333,Low Carb,Moderate
44,188,89,Male,Moderate,Maintain,25.18,2867,Balanced,Moderate
50,168,59,Female,Moderate,Maintain,20.9,1904,Balanced,Moderate
50,189,75,Male,Moderate,Fat Loss,21.0,2113,Low Carb,Moderate
47,167,66,Male,Moderate,Fat Loss,23.67,1784,Low Carb,Moderate
34,190,57,Female,Sedentary,Maintain,15.79,1711,Balanced,Light
46,157,66,Female,Sedentary,Maintain,26.78,1500,Balanced,Moderate
36,161,64,Male,Moderate,Muscle Gain,24.69,2580,High Protein,Moderate
21,174,58,Female,Moderate,Muscle Gain,19.16,2472,High Protein,Moderate
32,177,86,Female,Sedentary,Muscle Gain,27.45,2274,High Protein,Moderate
47,181,46,Female,Moderate,Maintain,14.04,1852,Balanced,Light
48,167,50,Female,Active,Maintain,17.93,2171,Balanced,Light
46,169,72,Female,Moderate,Fat Loss,25.21,1647,Low Carb,Intense
31,175,62,Female,Moderate,Muscle Gain,20.24,2466,High Protein,Moderate
22,158,95,Male,Active,Muscle Gain,38.05,3781,High Protein,Moderate
38,171,87,Male,Active,Fat Loss,29.75,2832,Low Carb,Intense
27,150,73,Male,Active,Muscle Gain,32.44,3221,High Protein,Moderate
36,167,89,Female,Sedentary,Maintain,31.91,1911,Balanced,Moderate
50,184,88,Female,Sedentary,Maintain,25.99,1942,Balanced,Moderate
49,178,77,Female,Moderate,Fat Loss,24.3,1788,Low Carb,Moderate
34,158,56,Male,Moderate,Fat Loss,22.43,1642,Low Carb,Moderate
20,171,98,Male,Moderate,Fat Loss,33.51,2528,Low Carb,Intense
25,156,52,Female,Moderate,Muscle Gain,21.37,2173,High Protein,Moderate
18,162,97,Male,Sedentary,Muscle Gain,36.96,2577,High Protein,Moderate
38,181,109,Male,Active,Fat Loss,33.27,3368,Low Carb,Intense
30,158,69,Male,Sedentary,Fat Loss,27.64,1339,Low Carb,Intense
47,167,60,Male,Sedentary,Fat Loss,21.51,1196,Low Carb,Moderate
24,169,75,Female,Active,Muscle Gain,26.26,3197,High Protein,Moderate
26,189,70,Female,Moderate,Muscle Gain,19.6,2764,High Protein,Moderate
47,188,59,Female,Sedentary,Muscle Gain,16.69,1942,High Protein,Light
21,152,80,Female,Sedentary,Fat Loss,34.63,1280,Low Carb,Intense
50,171,82,Male,Active,Fat Loss,28.04,2623,Low Carb,Intense
43,157,82,Male,Active,Muscle Gain,33.27,3323,High Protein,Moderate
23,160,64,Male,Moderate,Fat Loss,25.0,1871,Low Carb,Moderate
45,152,105,Female,Sedentary,Maintain,45.45,1936,Balanced,Moderate
29,174,50,Female,Sedentary,Maintain,16.51,1537,Balanced,Light
26,165,91,Male,Active,Muscle Gain,33.43,3750,High Protein,Moderate
45,151,72,Male,Active,Muscle Gain,31.58,3043,High Protein,Moderate
27,176,75,Female,Active,Muscle Gain,24.21,3252,High Protein,Moderate
21,163,77,Female,Active,Maintain,28.98,2893,Balanced,Moderate
28,177,63,Female,Sedentary,Maintain,20.11,1722,Balanced,Moderate
39,150,77,Female,Moderate,Maintain,34.22,2094,Balanced,Moderate
39,186,101,Female,Sedentary,Muscle Gain,29.19,2479,High Protein,Moderate
26,158,60,Female,Sedentary,Muscle Gain,24.03,1855,High Protein,Moderate
50,152,64,Male,Sedentary,Muscle Gain,27.7,1914,High Protein,Moderate
27,184,94,Male,Moderate,Maintain,27.76,3038,Balanced,Moderate
32,168,91,Male,Active,Maintain,32.24,3429,Balanced,Moderate
19,181,109,Male,Moderate,Fat Loss,33.27,2803,Low Carb,Intense
26,176,72,Male,Sedentary,Maintain,23.24,2034,Balanced,Moderate
36,181,88,Male,Sedentary,Muscle Gain,26.86,2503,High Protein,Moderate
45,168,77,Male,Moderate,Maintain,27.28,2480,Balanced,Moderate
36,176,55,Male,Active,Fat Loss,17.76,2302,Low Carb,Light
22,190,72,Female,Sedentary,Fat Loss,19.94,1463,Low Carb,Moderate
23,160,85,Female,Active,Muscle Gain,33.2,3290,High Protein,Moderate
36,155,50,Female,Sedentary,Maintain,20.81,1353,Balanced,Moderate
45,168,89,Female,Moderate,Maintain,31.53,2408,Balanced,Moderate
29,174,75,Female,Active,Maintain,24.77,2909,Balanced,Moderate
37,185,75,Male,Sedentary,Muscle Gain,21.91,2371,High Protein,Moderate
39,154,84,Female,Moderate,Muscle Gain,35.42,2542,High Protein,Moderate
42,151,79,Female,Active,Maintain,34.65,2589,Balanced,Moderate
31,162,93,Female,Moderate,Fat Loss,35.44,2021,Low Carb,Intense
30,169,104,Female,Sedentary,Fat Loss,36.41,1642,Low Carb,Intense
50,151,88,Male,Active,Fat Loss,38.59,2499,Low Carb,Intense
45,171,46,Female,Moderate,Muscle Gain,15.73,2071,High Protein,Light
42,155,86,Female,Sedentary,Maintain,35.8,1749,Balanced,Moderate
42,164,58,Female,Sedentary,Maintain,21.56,1480,Balanced,Moderate
45,157,96,Female,Sedentary,Muscle Gain,38.95,2166,High Protein,Moderate
23,172,109,Male,Sedentary,Fat Loss,36.84,1966,Low Carb,Intense
29,183,45,Female,Moderate,Maintain,13.44,1996,Balanced,Light
19,173,75,Female,Active,Fat Loss,25.06,2492,Low Carb,Intense
33,158,103,Male,Moderate,Muscle Gain,41.26,3179,High Protein,Moderate
41,163,86,Male,Moderate,Muscle Gain,32.37,2902,High Protein,Moderate
44,169,104,Female,Sedentary,Maintain,36.41,2058,Balanced,Moderate
50,167,69,Female,Sedentary,Maintain,24.74,1587,Balanced,Moderate
18,183,76,Female,Moderate,Maintain,22.69,2561,Balanced,Moderate
48,150,48,Female,Sedentary,Fat Loss,21.33,719,Low Carb,Moderate
24,156,90,Male,Sedentary,Maintain,36.98,2112,Balanced,Moderate
22,166,61,Female,Sedentary,Muscle Gain,22.14,1951,High Protein,Moderate
18,188,100,Female,Moderate,Fat Loss,28.29,2482,Low Carb,Intense
22,179,72,Female,Sedentary,Muscle Gain,22.47,2181,High Protein,Moderate
36,153,95,Male,Active,Muscle Gain,40.58,3589,High Protein,Moderate
43,176,96,Male,Active,Muscle Gain,30.99,3815,High Protein,Moderate
26,179,103,Male,Sedentary,Maintain,32.15,2428,Balanced,Moderate
35,185,96,Female,Sedentary,Muscle Gain,28.05,2436,High Protein,Moderate
25,165,90,Female,Active,Fat Loss,33.06,2625,Low Carb,Intense
49,182,76,Male,Moderate,Fat Loss,22.94,2069,Low Carb,Moderate
46,184,77,Female,Moderate,Muscle Gain,22.74,2669,High Protein,Moderate
27,178,50,Male,Sedentary,Fat Loss,15.78,1279,Low Carb,Light
40,181,103,Male,Moderate,Fat Loss,31.44,2547,Low Carb,Intense
